cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,sweep
SR,tanimoto+zero,6,26980,747971,4.999999987376214e-07,1.9999999949504854e-06,-94.94000244140624,,mitomycin,sorafenib,alkylator,kinase_inhibitor,,,241279087.64641,81588396.1384984,0.3381494721915754,0.0001145173905133,5.0,0.9998854826094868,0.5196872063867801,,0.4763079458797802,3.952060283607756,0.0574657702410831,1.240590767866482,,0.0049655626405243,2.481840837832586,2.498879375377462,0.8052972850639795,0.9998790499034542,5.25,0.0,0.0,400.0,90.80036472291091,59.658506737863185,0.6570293733942462,400.0,0.9043599849896466,0.5847422685949577,0.6465813152952051,400.0,0.9857405617267444,0.5976761405773117,-0.3880644211494326,0.0,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.549,diffusivity_low
U251,act_hamming+zero,9,85998,409962,9.999999747378752e-05,1.9999999949504854e-06,-40.290000915527344,,streptozocin,carmustine,alkylator,alkylator,,,241279087.64641,244321612.0511175,1.0126099797308843,0.9410601899967947,4.4,0.0589398100032051,0.0029980805281147,4.0,-2.554347803669249e-05,0.0376552995092823,0.978149218205664,0.0095948878503915,,0.0133682829697581,0.0164248539725004,6.9113472475950255,0.2298827762196318,0.0460898899982452,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.057991673115147,0.0324795843267045,0.560073241242993,400.0,0.0419885926861412,0.0235085988811983,0.5598806098818749,400.0,-0.0044802441461635,4.669283503055954e-05,0.0045269369811941,0.141779338014833,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.533,diffusivity_low
U251,linear_curve,9,26980,754143,4.999999969612645e-09,9.99999993922529e-09,-90.36000061035156,,mitomycin,bendamustine,alkylator,alkylator,,,241279087.64641,223521793.93396753,0.9264035110309043,0.0055870184777399,4.6000000000000005,0.99441298152226,0.3214402319543147,,0.0386164674185205,2.2639905009974073,0.3114917408974211,0.5065534640296191,,0.0273847402279424,1.902467969125876,2.197536268219439,0.7947193815933912,0.992346480281442,5.25,0.1396837645843649,0.0,193.71069182389937,1.828253653194684,1.1869882805267244,0.6492470442777923,400.0,16.209099229005094,10.601774767113572,0.6540631664554444,400.0,0.5933533093861179,0.0382717807550508,-0.555081528631067,0.0519462671877219,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.437,diffusivity_low
U251,hamming+zero,9,85998,409962,9.999999747378752e-05,1.9999999949504854e-06,-40.290000915527344,,streptozocin,carmustine,alkylator,alkylator,,,241279087.64641,244321612.0511175,1.0126099797308843,0.9410601899967947,4.4,0.0589398100032051,0.0029980805281147,4.0,-2.554347803669249e-05,0.0376552995092823,0.978149218205664,0.0095948878503915,,0.0133682829697581,0.0164248539725004,6.9113472475950255,0.2298827762196318,0.0460898899982452,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.057991673115147,0.0324795843267045,0.560073241242993,400.0,0.0419885926861412,0.0235085988811983,0.5598806098818749,400.0,-0.0044802441461635,4.669283503055954e-05,0.0045269369811941,0.141779338014833,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.501,diffusivity_low
U251,ours+zero,9,85998,409962,9.999999747378752e-05,1.9999999949504854e-06,-40.290000915527344,,streptozocin,carmustine,alkylator,alkylator,,,241279087.64641,244321612.0511175,1.0126099797308843,0.9410601899967947,4.4,0.0589398100032051,0.0029980805281147,4.0,-2.554347803669249e-05,0.0376552995092823,0.978149218205664,0.0095948878503915,,0.0133682829697581,0.0164248539725004,6.9113472475950255,0.2298827762196318,0.0460898899982452,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.057991673115147,0.0324795843267045,0.560073241242993,400.0,0.0419885926861412,0.0235085988811983,0.5598806098818749,400.0,-0.0044802441461635,4.669283503055954e-05,0.0045269369811941,0.141779338014833,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.529,diffusivity_low
U251,tanimoto+zero,9,85998,409962,9.999999747378752e-05,1.9999999949504854e-06,-40.290000915527344,,streptozocin,carmustine,alkylator,alkylator,,,241279087.64641,244321612.0511175,1.0126099797308843,0.9410601899967947,4.4,0.0589398100032051,0.0029980805281147,4.0,-2.554347803669249e-05,0.0376552995092823,0.978149218205664,0.0095948878503915,,0.0133682829697581,0.0164248539725004,6.9113472475950255,0.2298827762196318,0.0460898899982452,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.057991673115147,0.0324795843267045,0.560073241242993,400.0,0.0419885926861412,0.0235085988811983,0.5598806098818749,400.0,-0.0044802441461635,4.669283503055954e-05,0.0045269369811941,0.141779338014833,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.471,diffusivity_low
U251,random,9,45388,713563,4.999999873689376e-06,9.999999747378752e-05,-51.60699844360352,,dacarbazine,arsenic trioxide,alkylator,other,,,241279087.64641,244401488.11921784,1.0129410323259496,0.7557319157768372,4.4,0.2442680842231628,0.0112128944692508,6.0,-0.0001675041748357,0.1329049376406727,0.9336132284425244,0.029833003364902,,0.0254817338489088,0.0450198920207651,8.072757956263208,0.062218869143338,0.1847588903686861,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.771889939037878,0.4369819868990821,0.5661195525410763,400.0,2.456617606864609,1.1377777269256872,0.4631480795978815,400.0,-0.0102763361604245,9.346175437496829e-05,0.0103697979147995,0.1420981915330389,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.513,diffusivity_low
BT-549,linear_curve,8,67574,246131,1.0000000116860974e-07,1.9999999494757503e-05,-89.91000366210938,,vincristine,mitoxantrone,antimitotic,dna_intercalator,,,241279087.64641,192496702.0941212,0.7978175977531111,0.003965416656849,4.6000000000000005,0.996034583343151,0.3452477059251881,,0.0258450673404371,2.3582625211825774,0.3236615659735929,0.4899088689526795,,0.0239098503042905,1.2258611962115065,3.150263709195517,0.7619981368287204,0.9950062598731242,5.25,0.3637300599028522,0.178342803429609,115.7232704402516,11.374212191331845,6.846063024548487,0.6018933803402923,400.0,11.704019281956482,6.905354137671887,0.5899985271143168,400.0,0.1293352257421934,0.0520869895043044,-0.077248236237889,0.1468848033522873,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.592,oxygen_high
BT-549,ours+zero,8,125973,681239,2.999999892949745e-08,3.000000106112566e-07,-95.31999969482422,,paclitaxel,bortezomib,antimitotic,proteasome,,,241279087.64641,198480721.92683885,0.8226188347400776,0.0114566452366206,5.0,0.9885433547633794,0.2966870811709173,,0.0125500298866272,1.8949370721183567,0.3714598897366199,0.4300880745185019,,0.0266189520474452,1.253922776662122,3.0084210504337454,0.8057201629266525,0.9884246872968268,5.25,0.3734291500347595,0.2033398275045627,113.20754716981132,1.7676312857947352,1.0410923124476883,0.5889759481031184,400.0,5.224603901442932,3.28711447401076,0.6291605136042799,400.0,-0.9190418004677848,0.0353683564663187,0.9544101569341036,0.1695221318959417,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.556,oxygen_high
BT-549,random,8,105014,628503,9.999999974752427e-07,3.999999886872274e-09,13.720000267028809,,cladribine,NSC628503,antimetabolite,other,,,241279087.64641,204577606.5964254,0.847887848847597,0.4687715184348859,4.4,0.531228481565114,0.0250460433344453,,-0.0005897325871922,0.2869445544606107,0.8641316831214055,0.063420071299703,,0.0323107553910726,0.1277361734615702,8.58852364624873,-0.2350284312370298,0.4798126828217306,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,0.5180599034675787,0.3378142553447372,0.6520756636126702,400.0,1.0679288136544656,0.6482348963010772,0.6070019724281148,400.0,-0.1073227573171469,0.000170206186036,0.1074929635031829,0.1909137865121566,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.254,oxygen_high
BT-549,hamming+zero,8,750,105014,4.999999873689376e-05,1.0000000116860974e-07,32.560001373291016,,NSC750,cladribine,other,antimetabolite,,,241279087.64641,204378232.28302345,0.8470615264532826,0.7290281826715727,4.4,0.2709718173284273,0.0049688059092615,,-0.000166277716168,0.0951614539198009,0.950474504699356,0.0220595280535464,,0.024449559041104,0.0657138559633818,10.96561859419375,-1.1952020920274196,0.2388643440718896,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,4.128523645071777,2.5513630353212378,0.6179843582503888,400.0,0.0518059910829652,0.033596805414439,0.6485119715330809,400.0,-0.0212414112837879,1.7782301530266942e-05,0.0212591935853182,0.1899304111051879,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.18,oxygen_high
BT-549,act_hamming+zero,8,750,105014,4.999999873689376e-05,1.0000000116860974e-07,32.560001373291016,,NSC750,cladribine,other,antimetabolite,,,241279087.64641,204378232.28302345,0.8470615264532826,0.7290281826715727,4.4,0.2709718173284273,0.0049688059092615,,-0.000166277716168,0.0951614539198009,0.950474504699356,0.0220595280535464,,0.024449559041104,0.0657138559633818,10.96561859419375,-1.1952020920274196,0.2388643440718896,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,4.128523645071777,2.5513630353212378,0.6179843582503888,400.0,0.0518059910829652,0.033596805414439,0.6485119715330809,400.0,-0.0212414112837879,1.7782301530266942e-05,0.0212591935853182,0.1899304111051879,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.315,oxygen_high
HCT-15,act_hamming+zero,2,740,762,1.0000000116860974e-07,4.999999987376214e-07,-7.039999961853027,,NSC740,mechlorethamine,other,alkylator,,,241279087.64641,204398094.7671745,0.8471438480682424,0.3688409985852751,4.4,0.6311590014147248,0.0357372288738838,,-0.0002084825440882,0.3910665823155251,0.8202073979851581,0.0860763178458497,,0.0347038782452517,0.1790835374239579,7.67585377117365,-0.0357034539394647,0.5728427972670403,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,11.084599787238917,7.125204177976207,0.6428021141709652,400.0,0.0249483530145913,0.0161910204846882,0.6489815369863782,400.0,-0.0786040367954419,0.000588641339866,0.0791926781353079,0.190376165977868,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.527,oxygen_high
BT-549,tanimoto+zero,8,750,105014,4.999999873689376e-05,1.0000000116860974e-07,32.560001373291016,,NSC750,cladribine,other,antimetabolite,,,241279087.64641,204378232.28302345,0.8470615264532826,0.7290281826715727,4.4,0.2709718173284273,0.0049688059092615,,-0.000166277716168,0.0951614539198009,0.950474504699356,0.0220595280535464,,0.024449559041104,0.0657138559633818,10.96561859419375,-1.1952020920274196,0.2388643440718896,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,4.128523645071777,2.5513630353212378,0.6179843582503888,400.0,0.0518059910829652,0.033596805414439,0.6485119715330809,400.0,-0.0212414112837879,1.7782301530266942e-05,0.0212591935853182,0.1899304111051879,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.343,oxygen_high
HCT-15,linear_curve,2,681239,754230,3.000000106112566e-07,9.999999960041972e-13,-75.93000030517578,,bortezomib,romidepsin,proteasome,hdac_inhibitor,,,241279087.64641,204368459.9149959,0.847021024111688,0.1047750807543323,4.800000000000001,0.8952249192456676,0.118156752805351,,-0.0001455113804825,0.9349899380733004,0.6281159981611772,0.2019601449423093,,0.0350711848609662,0.779293604390731,3.807885686733168,0.8471743516648775,0.8881598573828517,5.25,0.393341540294025,0.2166697327712597,108.17610062893084,2.756535066484806,1.6588552240655623,0.6017899950683272,400.0,0.001923121509994,0.0012207447484445,0.6347725518645525,400.0,-0.3851201968107935,0.0038410982001764,0.38896129501097,0.1923245260660617,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.799,oxygen_high
HCT-15,hamming+zero,2,740,762,1.0000000116860974e-07,4.999999987376214e-07,-7.039999961853027,,NSC740,mechlorethamine,other,alkylator,,,241279087.64641,204398094.7671745,0.8471438480682424,0.3688409985852751,4.4,0.6311590014147248,0.0357372288738838,,-0.0002084825440882,0.3910665823155251,0.8202073979851581,0.0860763178458497,,0.0347038782452517,0.1790835374239579,7.67585377117365,-0.0357034539394647,0.5728427972670403,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,11.084599787238917,7.125204177976207,0.6428021141709652,400.0,0.0249483530145913,0.0161910204846882,0.6489815369863782,400.0,-0.0786040367954419,0.000588641339866,0.0791926781353079,0.190376165977868,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.846,oxygen_high
HCT-15,tanimoto+zero,2,681239,754230,3.000000106112566e-07,9.999999960041972e-13,-75.93000030517578,,bortezomib,romidepsin,proteasome,hdac_inhibitor,,,241279087.64641,204368459.9149959,0.847021024111688,0.1047750807543323,4.800000000000001,0.8952249192456676,0.118156752805351,,-0.0001455113804825,0.9349899380733004,0.6281159981611772,0.2019601449423093,,0.0350711848609662,0.779293604390731,3.807885686733168,0.8471743516648775,0.8881598573828517,5.25,0.393341540294025,0.2166697327712597,108.17610062893084,2.756535066484806,1.6588552240655623,0.6017899950683272,400.0,0.001923121509994,0.0012207447484445,0.6347725518645525,400.0,-0.3851201968107935,0.0038410982001764,0.38896129501097,0.1923245260660617,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.907,oxygen_high
HCT-15,random,2,686673,747973,1.9999999949504854e-06,3.000000106112566e-07,7.989999771118164,,NSC686673,vorinostat,other,hdac_inhibitor,,,241279087.64641,204402799.86135083,0.8471633486980824,0.6873095543264245,4.4,0.3126904456735755,0.0065599580488401,,-0.0002184795693616,0.1207533903572988,0.9407364315082796,0.026532036907729,,0.0255192747155555,0.0708495745677686,10.596006190667064,-1.2031618674207571,0.2608120628036071,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,0.0307498045165011,0.0181426679346685,0.5900092120888992,400.0,2.3786622021631074,1.480762951746482,0.6225192254704792,400.0,-0.0198165066000435,-3.2676398204589674e-05,0.0197838302018389,0.1900141907670188,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.194,oxygen_high
HS 578T,act_hamming+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,,NSC1390,vorinostat,other,hdac_inhibitor,,,241279087.64641,198296559.9799966,0.8218555611856279,0.0097138388200405,4.4,0.9902861611799594,0.2735753997732105,,0.0129531806045775,1.9705148784313429,0.3912616814837134,0.4075326829836835,,0.0281665156936065,1.8241026297890288,2.2516757674576486,0.8511962850573296,0.9861957090085208,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,0.4647546002912271,0.3011690726739035,0.6480174106618487,400.0,20.643580204271405,13.622197273464442,0.6598757162600044,400.0,0.240479852652046,0.0244988647152739,-0.2159809879367721,0.1699624146412658,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.822,oxygen_high
HCT-15,ours+zero,2,26980,681239,4.999999987376214e-07,3.000000106112566e-07,-85.52999877929688,,mitomycin,bortezomib,alkylator,proteasome,,,241279087.64641,203131736.45859325,0.8418953272746083,0.0311118177665264,4.800000000000001,0.9688881822334736,0.2112127441478885,,0.0024905797260355,1.462322555984636,0.4876490208339181,0.3118926434811115,,0.0314648985623599,1.1217646159170906,3.098937060072123,0.8849726657373428,0.9673972120208364,5.25,0.3832991459561563,0.2166697327712597,110.69182389937106,0.0095000025785706,0.0062469479332989,0.6575732881789269,400.0,2.756535066484806,1.7081621463815626,0.6196772778805417,400.0,-0.6759198169186242,0.012522733919229,0.6884425508378533,0.1832717096692545,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.396,oxygen_high
HS 578T,linear_curve,2,1390,681239,9.999999974752427e-07,3.000000106112566e-07,-95.26000213623048,,NSC1390,bortezomib,other,proteasome,,,241279087.64641,204602663.05794647,0.8479916973069288,0.2471227321328349,4.6000000000000005,0.7528772678671651,0.0558888438416274,,-0.0006429212856473,0.5636386509260445,0.7619334785176948,0.1180829435866332,,0.0368369322654663,0.3639281127481908,5.715207571367002,0.3546033299368964,0.7124622063227838,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,0.0464754610858523,0.0285053519964542,0.6133419944731126,400.0,2.6960701894000954,1.5543366546491058,0.5765193579752322,400.0,-0.1700553301484459,0.0008450369962669,0.1709003671447129,0.1914656295129754,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.862,oxygen_high
HS 578T,hamming+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,,NSC1390,vorinostat,other,hdac_inhibitor,,,241279087.64641,198296559.9799966,0.8218555611856279,0.0097138388200405,4.4,0.9902861611799594,0.2735753997732105,,0.0129531806045775,1.9705148784313429,0.3912616814837134,0.4075326829836835,,0.0281665156936065,1.8241026297890288,2.2516757674576486,0.8511962850573296,0.9861957090085208,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,0.4647546002912271,0.3011690726739035,0.6480174106618487,400.0,20.643580204271405,13.622197273464442,0.6598757162600044,400.0,0.240479852652046,0.0244988647152739,-0.2159809879367721,0.1699624146412658,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.881,oxygen_high
HT29,act_hamming+zero,3,92859,673596,6.000000212225132e-06,9.999999717180683e-10,1.919999957084656,,dromostanolone,NSC673596,hormonal,other,,,241279087.64641,204538510.707388,0.8477258128857623,0.3994362419829294,4.800000000000001,0.6005637580170706,0.0362406284399466,,-0.0005067286271545,0.3538004752150536,0.8193786242840178,0.0865153699857413,,0.0347485775517828,0.1835734006435601,7.6239504944438306,0.1013725727503014,0.5861935148882536,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,35.89050091294007,23.768514568356785,0.6622508453145386,400.0,0.0534579804274952,0.0324215388263545,0.6064864135735119,400.0,-0.1209390660687901,0.0005745422699082,0.1215136083386984,0.1910011251888448,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.557,oxygen_high
HS 578T,tanimoto+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,,NSC1390,vorinostat,other,hdac_inhibitor,,,241279087.64641,198296559.9799966,0.8218555611856279,0.0097138388200405,4.4,0.9902861611799594,0.2735753997732105,,0.0129531806045775,1.9705148784313429,0.3912616814837134,0.4075326829836835,,0.0281665156936065,1.8241026297890288,2.2516757674576486,0.8511962850573296,0.9861957090085208,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,0.4647546002912271,0.3011690726739035,0.6480174106618487,400.0,20.643580204271405,13.622197273464442,0.6598757162600044,400.0,0.240479852652046,0.0244988647152739,-0.2159809879367721,0.1699624146412658,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.809,oxygen_high
HS 578T,ours+zero,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,,NSC1390,vorinostat,other,hdac_inhibitor,,,241279087.64641,198296559.9799966,0.8218555611856279,0.0097138388200405,4.4,0.9902861611799594,0.2735753997732105,,0.0129531806045775,1.9705148784313429,0.3912616814837134,0.4075326829836835,,0.0281665156936065,1.8241026297890288,2.2516757674576486,0.8511962850573296,0.9861957090085208,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,0.4647546002912271,0.3011690726739035,0.6480174106618487,400.0,20.643580204271405,13.622197273464442,0.6598757162600044,400.0,0.240479852652046,0.0244988647152739,-0.2159809879367721,0.1699624146412658,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.901,oxygen_high
HS 578T,random,2,1390,747973,9.999999747378752e-06,3.000000106112566e-07,-74.66000366210938,,NSC1390,vorinostat,other,hdac_inhibitor,,,241279087.64641,198296559.9799966,0.8218555611856279,0.0097138388200405,4.4,0.9902861611799594,0.2735753997732105,,0.0129531806045775,1.9705148784313429,0.3912616814837134,0.4075326829836835,,0.0281665156936065,1.8241026297890288,2.2516757674576486,0.8511962850573296,0.9861957090085208,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,0.4647546002912271,0.3011690726739035,0.6480174106618487,400.0,20.643580204271405,13.622197273464442,0.6598757162600044,400.0,0.240479852652046,0.0244988647152739,-0.2159809879367721,0.1699624146412658,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.904,oxygen_high
HT29,hamming+zero,3,92859,673596,6.000000212225132e-06,9.999999717180683e-10,1.919999957084656,,dromostanolone,NSC673596,hormonal,other,,,241279087.64641,204538510.707388,0.8477258128857623,0.3994362419829294,4.800000000000001,0.6005637580170706,0.0362406284399466,,-0.0005067286271545,0.3538004752150536,0.8193786242840178,0.0865153699857413,,0.0347485775517828,0.1835734006435601,7.6239504944438306,0.1013725727503014,0.5861935148882536,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,35.89050091294007,23.768514568356785,0.6622508453145386,400.0,0.0534579804274952,0.0324215388263545,0.6064864135735119,400.0,-0.1209390660687901,0.0005745422699082,0.1215136083386984,0.1910011251888448,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.46,oxygen_high
HT29,tanimoto+zero,3,92859,673596,6.000000212225132e-06,9.999999717180683e-10,1.919999957084656,,dromostanolone,NSC673596,hormonal,other,,,241279087.64641,204538510.707388,0.8477258128857623,0.3994362419829294,4.800000000000001,0.6005637580170706,0.0362406284399466,,-0.0005067286271545,0.3538004752150536,0.8193786242840178,0.0865153699857413,,0.0347485775517828,0.1835734006435601,7.6239504944438306,0.1013725727503014,0.5861935148882536,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,35.89050091294007,23.768514568356785,0.6622508453145386,400.0,0.0534579804274952,0.0324215388263545,0.6064864135735119,400.0,-0.1209390660687901,0.0005745422699082,0.1215136083386984,0.1910011251888448,1.0,"2,True,The solver successfully reached the end of the integration interval.",3.434,oxygen_high
HT29,random,3,409962,754143,1.9999999949504854e-06,9.99999993922529e-09,-72.94999694824219,,carmustine,bendamustine,alkylator,alkylator,,,241279087.64641,201773513.40033615,0.8362660658599284,0.0179285120610138,4.4,0.982071487938986,0.2258523897224797,,0.0054042045409534,1.7043615237542027,0.4595144157456872,0.3377008595105154,,0.0309752817813415,1.68569529437608,2.328195010892716,0.8850640511570267,0.9736836988658434,5.25,0.3832991459561563,0.2099342535129908,110.69182389937106,0.0637659195481261,0.0421932457442056,0.6616895991339247,400.0,13.68780180499778,9.117336865517636,0.6660921158420524,400.0,-0.2646225028771334,0.0136282613850329,0.2782507642621663,0.1779783928018392,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.637,oxygen_high
HT29,ours+zero,3,409962,754143,1.9999999949504854e-06,9.99999993922529e-09,-72.94999694824219,,carmustine,bendamustine,alkylator,alkylator,,,241279087.64641,201773513.40033615,0.8362660658599284,0.0179285120610138,4.4,0.982071487938986,0.2258523897224797,,0.0054042045409534,1.7043615237542027,0.4595144157456872,0.3377008595105154,,0.0309752817813415,1.68569529437608,2.328195010892716,0.8850640511570267,0.9736836988658434,5.25,0.3832991459561563,0.2099342535129908,110.69182389937106,0.0637659195481261,0.0421932457442056,0.6616895991339247,400.0,13.68780180499778,9.117336865517636,0.6660921158420524,400.0,-0.2646225028771334,0.0136282613850329,0.2782507642621663,0.1779783928018392,1.0,"2,True,The solver successfully reached the end of the integration interval.",6.711,oxygen_high
HT29,linear_curve,3,681239,686673,3.000000106112566e-07,2.0000000233721948e-07,-61.86000061035156,,bortezomib,NSC686673,proteasome,other,,,241279087.64641,186736392.9535852,0.7739435471806985,0.0034775881879857,5.0,0.9965224118120142,0.3772783092907105,,0.0390393951853727,2.4127163851181432,0.265477371509259,0.5759724909572048,,0.0209805043071853,1.610546378929748,2.660535459513764,0.712870392521109,0.9964609659153016,5.25,0.3542003829334522,0.1610029557745819,118.23899371069184,19.3674899915252,12.541853946088636,0.6475725017323712,400.0,0.0031882667853898,0.0020534917807831,0.6440777761112051,400.0,-0.2334345826263966,0.0827454600279152,0.3161800426543119,0.1360530081883644,1.0,"2,True,The solver successfully reached the end of the integration interval.",7.531,oxygen_high
KM12,linear_curve,5,673596,754143,1.000000013351432e-10,9.99999993922529e-09,-83.88999938964844,,NSC673596,bendamustine,other,alkylator,,,241279087.64641,204119203.48582727,0.8459879613974673,0.0458469431181185,4.4,0.9541530568818816,0.161361227939962,,0.0003844958383443,1.296595387422084,0.562325693396093,0.2500120725545889,,0.0340405349080423,1.19670098080734,2.892379759708764,0.8840759994750769,0.938608161818124,5.25,0.393341540294025,0.2166697327712597,108.17610062893084,0.0002781882476896,0.0001779417936137,0.639645258530945,400.0,6.952046883678343,4.61709191532278,0.6641341740894398,400.0,-0.4289969927600046,0.0055616302719458,0.4345586230319505,0.1923632673577926,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.919,oxygen_high
KM12,ours+zero,5,702294,754143,9.999999747378752e-05,9.99999993922529e-09,-69.5,,NSC702294,bendamustine,other,alkylator,,,241279087.64641,201998591.67306873,0.837198920318755,0.0140866807353757,4.6000000000000005,0.9859133192646242,0.2583081283004914,,0.0049200192258178,1.807742675969935,0.4265539567516884,0.3700260251356698,,0.0296668268302405,1.557468721649983,2.495557290001676,0.8556768117125069,0.98264787203902,5.25,0.3832991459561563,0.2099342535129908,110.69182389937106,0.019,0.0122408885467719,0.644257291935364,400.0,6.952046883678343,4.621946905928844,0.6648325282126639,400.0,-0.7533585779431247,0.0190463837579641,0.7724049617010889,0.1827475050519113,1.0,"2,True,The solver successfully reached the end of the integration interval.",1.941,oxygen_high
KM12,random,5,762,713563,1.9999999949504854e-06,9.999999747378752e-05,0.1879999935626983,,mechlorethamine,arsenic trioxide,alkylator,other,,,241279087.64641,204606740.32310396,0.8480085958504258,0.4110536401820509,4.4,0.5889463598179492,0.0296472868777496,,-0.0006515756994735,0.3440072729038768,0.8424886976688404,0.0744359166560067,,0.0336035322085975,0.1491614746798102,8.15472436709658,-0.1755254250910438,0.5136841691436791,5.25,0.393341540294025,0.2235477579063518,108.17610062893084,0.087332094363511,0.0562762499761593,0.6443936835170262,400.0,2.4168985384296877,1.4904407844307952,0.6166749496233166,400.0,-0.0709085032003475,5.594845630885192e-05,0.0709644516566564,0.1910061749517295,1.0,"2,True,The solver successfully reached the end of the integration interval.",2.523,oxygen_high
KM12,act_hamming+zero,5,26271,747973,9.999999747378752e-06,3.000000106112566e-07,0.8999999761581421,,cyclophosphamide,vorinostat,alkylator,hdac_inhibitor,,,241279087.64641,198473214.9607704,0.8225877215336175,0.0100485674862358,4.4,0.9899514325137642,0.2709390334724592,,0.0125664561448743,1.9558016178780933,0.394679931426151,0.4037549559264114,,0.0283113054649229,1.8089694515984565,2.262719712870113,0.8536676732121882,0.9856944688742496,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,17.97405850448311,11.97698630832656,0.6663484657813507,400.0,20.111380442073887,13.2696060364543,0.659805828579211,400.0,0.2257105936723576,0.0238239529300379,-0.2018866407423197,0.1702840474287648,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.522,oxygen_high
KM12,hamming+zero,5,26271,747973,9.999999747378752e-06,3.000000106112566e-07,0.8999999761581421,,cyclophosphamide,vorinostat,alkylator,hdac_inhibitor,,,241279087.64641,198473214.9607704,0.8225877215336175,0.0100485674862358,4.4,0.9899514325137642,0.2709390334724592,,0.0125664561448743,1.9558016178780933,0.394679931426151,0.4037549559264114,,0.0283113054649229,1.8089694515984565,2.262719712870113,0.8536676732121882,0.9856944688742496,5.25,0.3832991459561563,0.2033398275045627,110.69182389937106,17.97405850448311,11.97698630832656,0.6663484657813507,400.0,20.111380442073887,13.2696060364543,0.659805828579211,400.0,0.2257105936723576,0.0238239529300379,-0.2018866407423197,0.1702840474287648,1.0,"2,True,The solver successfully reached the end of the integration interval.",5.487,oxygen_high
