cell_line,method,seed,nsc1,nsc2,conc1_M,conc2_M,percent_growth,regret,drug1_name,drug2_name,drug1_moa,drug2_moa,burden_initial,burden_final,burden_ratio_final,nadir_burden,time_to_nadir,depth_of_response,kg_regrowth,time_to_regrowth,log_kill,log_kill_nadir,burden_auc_ratio,log_kill_auc,growth_delay,kg_biexp,ks_biexp,ttg_biexp,biexp_r2,ets_early,t_early,hypoxic_fraction,necrotic_fraction,viable_rim_thickness,auc_surface_drug1,auc_core_drug1,core_to_surface_ratio_drug1,penetration_depth_drug1,auc_surface_drug2,auc_core_drug2,core_to_surface_ratio_drug2,penetration_depth_drug2,kill_fraction_core,kill_fraction_rim,core_sparing,residual_core_burden,solver_success,n_drugs_simulated,sim_ok,sim_message,wall_s,has_fit_drug1,has_fit_drug2,setting
PC-3,random,1,279836,761432,4.999999987376214e-07,4.999999858590343e-10,28.219999313354492,,NSC279836,NSC761432,other,other,241279087.64641,244413534.27438077,1.0129909585556964,0.6937364841173601,4.4,0.3062635158826399,0.0147019482567395,6.800000000000001,-0.0001889093218823,0.170078166231924,0.9155613586783028,0.0383125450351948,,0.028329236474829,0.0558862728953946,8.067687618906696,0.060562918418466,0.2399053380865734,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.4513395075304535,0.2774526253678194,0.6147315285690976,400.0,2.404650062963026,1.49697627618346,0.6225339392372442,400.0,-0.0225082701854719,0.0001672432782068,0.0226755134636787,0.142259533190231,1.0,2,True,The solver successfully reached the end of the integration interval.,1.883,True,True,diffusivity_high
PC-3,ours+zero,6,24559,681239,9.999999974752427e-07,3.000000106112566e-07,-82.56999969482422,,NSC24559,bortezomib,other,proteasome,241279087.64641,216815484.36304644,0.8986086878809219,0.0015783865290669,4.4,0.9984216134709332,0.4112159412415538,,0.0518460466628721,2.8130593354811384,0.2310396284958439,0.6363135224411973,,0.0224670741443792,2.8147453529945325,1.7025782643033875,0.6699418316991905,0.9977128947609732,5.25,0.1297689898534948,0.0024710439694324,198.7421383647799,2.422824516355851,1.5393823896698913,0.6353668535537451,400.0,16.44251124641934,10.922842682324092,0.6643050151297749,400.0,-0.1094683783385475,0.088107042962316,0.1975754213008635,0.0621662223850464,1.0,2,True,The solver successfully reached the end of the integration interval.,10.018,True,True,diffusivity_high
PC-3,random,6,279836,737754,4.999999987376214e-07,1.0000000116860974e-07,27.4950008392334,,NSC279836,ixabepilone,other,antimitotic,241279087.64641,244329093.51416564,1.0126409872380873,0.9454597601327864,4.4,0.0545402398672134,0.0020407899288241,2.8,-3.88419674550737e-05,0.0356296517056293,0.9817722213621152,0.0079892601561126,,0.0107347636399587,0.0122070181609259,5.602164346409696,0.2245725527577995,0.0292581226776564,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,0.4513395075304535,0.2757009317363003,0.6108504288596933,400.0,0.0037159631513533,0.0017756566503825,0.4778456023536899,400.0,-0.0037067888976518,2.546060325381294e-05,0.0037322495009056,0.1417833457627398,1.0,2,True,The solver successfully reached the end of the integration interval.,1.813,True,True,diffusivity_high
PC-3,ours+zero,9,123127,681239,4.999999987376214e-07,3.000000106112566e-07,-91.41999816894533,,doxorubicin,bortezomib,dna_intercalator,proteasome,241279087.64641,236468192.2658949,0.9800608688160932,0.0126469069716755,4.4,0.9873530930283244,0.2633426858147339,,0.0141636104277005,1.909288377222058,0.4000158579572107,0.3979227914550455,,0.0324396254408604,1.9010772654564032,2.1053838849286066,0.8638741661258684,0.9813570449883968,5.25,0.1843879427084984,0.0359946996815853,173.58490566037736,8.609056652850331,5.52481452243004,0.6417444727350999,400.0,16.44251124641934,10.912067214402668,0.6636496731470366,400.0,-0.0189031593332762,0.0176728084518043,0.0365759677850805,0.1123761726700367,1.0,2,True,The solver successfully reached the end of the integration interval.,6.454,True,True,diffusivity_high
PC-3,tanimoto+zero,1,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,244415165.54985335,1.0129977195041422,0.7009158338924549,4.4,0.299084166107545,0.0132475950142779,6.6,-0.0001918078993859,0.165606830268715,0.9210327978244868,0.0357249043736415,,0.0274001238540473,0.0520297200768059,8.073383125453343,0.0454593680040064,0.2156820578201376,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,231.23362626659684,147.4536387990475,0.637682508291607,400.0,11.901275414901978,7.148639379897789,0.6006616207660183,400.0,-0.0222673592619566,0.0001502918248581,0.0224176510868148,0.1422509373675103,1.0,2,True,The solver successfully reached the end of the integration interval.,6.356,True,True,diffusivity_high
PC-3,tanimoto+zero,6,750,92859,4.999999873689376e-05,6.000000212225132e-06,-39.7599983215332,,NSC750,dromostanolone,other,hormonal,241279087.64641,244415165.54985335,1.0129977195041422,0.7009158338924549,4.4,0.299084166107545,0.0132475950142779,6.6,-0.0001918078993859,0.165606830268715,0.9210327978244868,0.0357249043736415,,0.0274001238540473,0.0520297200768059,8.073383125453343,0.0454593680040064,0.2156820578201376,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,231.23362626659684,147.4536387990475,0.637682508291607,400.0,11.901275414901978,7.148639379897789,0.6006616207660183,400.0,-0.0222673592619566,0.0001502918248581,0.0224176510868148,0.1422509373675103,1.0,2,True,The solver successfully reached the end of the integration interval.,6.331,True,True,diffusivity_high
T-47D,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.152,,,diffusivity_high
PC-3,random,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,238295572.49974385,0.9876345887421522,0.0169675659274237,4.4,0.9830324340725762,0.2423797132889683,,0.0108203684618709,1.781653155885059,0.4283018024907559,0.3682500978888807,,0.033694487323406,1.769870261153696,2.1963876175631474,0.8826791228160079,0.9751405895578592,5.25,0.190568164729299,0.0425249427297684,171.0691823899371,16.44251124641934,10.909291173463782,0.6634808399987855,400.0,0.1288778901525277,0.0814413777696427,0.6319266840360002,400.0,-0.0653495373369434,0.0140029786550198,0.0793525159919633,0.1211477553039833,1.0,2,True,The solver successfully reached the end of the integration interval.,10.218,True,True,diffusivity_high
PC-3,tanimoto+zero,9,681239,750690,3.000000106112566e-07,1.0000000116860974e-07,-37.0,,bortezomib,everolimus,proteasome,kinase_inhibitor,241279087.64641,238295572.49974385,0.9876345887421522,0.0169675659274237,4.4,0.9830324340725762,0.2423797132889683,,0.0108203684618709,1.781653155885059,0.4283018024907559,0.3682500978888807,,0.033694487323406,1.769870261153696,2.1963876175631474,0.8826791228160079,0.9751405895578592,5.25,0.190568164729299,0.0425249427297684,171.0691823899371,16.44251124641934,10.909291173463782,0.6634808399987855,400.0,0.1288778901525277,0.0814413777696427,0.6319266840360002,400.0,-0.0653495373369434,0.0140029786550198,0.0793525159919633,0.1211477553039833,1.0,2,True,The solver successfully reached the end of the integration interval.,10.067,True,True,diffusivity_high
T-47D,act_hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,244455006.55030447,1.0131628436383542,0.5312565716294475,4.4,0.4687434283705525,0.0243407306004998,8.0,-0.0002625944913083,0.2859683858990675,0.8721136055357209,0.0594269381825435,,0.0335004447283973,0.0849473333083733,7.85555252721394,0.0818430484018316,0.3621937887516824,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.002740239714067,2.932627037761529,0.5862041395795407,400.0,11.09291211405064,7.014931173568651,0.6323795863020778,400.0,-0.036110829366994,0.0002907350830474,0.0364015644500415,0.1425546918600521,1.0,2,True,The solver successfully reached the end of the integration interval.,11.748,True,True,diffusivity_high
T-47D,hamming+zero,9,79037,279836,4.999999873689376e-05,4.999999987376214e-07,38.91999816894531,,lomustine,NSC279836,alkylator,other,241279087.64641,244455006.55030447,1.0131628436383542,0.5312565716294475,4.4,0.4687434283705525,0.0243407306004998,8.0,-0.0002625944913083,0.2859683858990675,0.8721136055357209,0.0594269381825435,,0.0335004447283973,0.0849473333083733,7.85555252721394,0.0818430484018316,0.3621937887516824,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,5.002740239714067,2.932627037761529,0.5862041395795407,400.0,11.09291211405064,7.014931173568651,0.6323795863020778,400.0,-0.036110829366994,0.0002907350830474,0.0364015644500415,0.1425546918600521,1.0,2,True,The solver successfully reached the end of the integration interval.,12.191,True,True,diffusivity_high
T-47D,random,9,45388,125973,4.999999987376214e-07,5.99999978589949e-08,29.951000213623047,,dacarbazine,paclitaxel,alkylator,antimitotic,241279087.64641,244477101.156057,1.0132544164554105,0.7033543499224867,4.6000000000000005,0.2966456500775133,0.0152778672379017,6.8,-0.0003018456070089,0.1639964309720054,0.9143258247997852,0.0388990135694638,,0.0288327673027959,0.058131719153189,8.063049529485244,0.1005085694439692,0.2607501264103943,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0778429239898828,0.0451138295225949,0.5795495237108307,400.0,7.097702764445099,4.049030457832405,0.5704705581805185,400.0,-0.0324625175567723,0.0001978727681898,0.0326603903249621,0.142540437077518,1.0,2,True,The solver successfully reached the end of the integration interval.,6.259,True,True,diffusivity_high
T-47D,ours+zero,9,673596,681239,9.99999993922529e-09,2.999999892949745e-08,-88.95999908447266,,NSC673596,bortezomib,other,proteasome,241279087.64641,241834550.08941755,1.002302157424524,0.0189439200959466,4.6000000000000005,0.9810560799040534,0.241079593895212,16.2,0.0044179945987878,1.7337007554613546,0.4537596616725423,0.3431741146469628,,0.0349182187983216,1.5313972259356592,2.4138988786253495,0.8771722154922976,0.9755362438573448,5.25,0.1968849621189929,0.0550853987870166,168.55345911949686,4.84315787577589,3.075857887106066,0.6350934588547361,400.0,0.5207749686267218,0.3389335198910865,0.6508252898269107,400.0,-0.2563102543762734,0.0122310049391297,0.2685412593154032,0.1377412662311044,1.0,2,True,The solver successfully reached the end of the integration interval.,9.525,True,True,diffusivity_high
T-47D,tanimoto+zero,9,713563,747972,9.999999747378752e-05,2.9999999242136255e-05,24.45599937438965,,arsenic trioxide,lapatinib,other,kinase_inhibitor,241279087.64641,244409281.06801668,1.0129733308101443,0.7221934707048433,4.4,0.2778065292951567,0.0123139485673558,6.200000000000001,-0.000181351802076,0.1526191435158492,0.9258536855014872,0.0334576403159287,,0.0266561215258274,0.0491635918518917,8.073553621666083,0.0454850711120587,0.2033143902862673,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,2.247734761770227,1.3964937953459235,0.621289406160227,400.0,456.90223552326705,291.4815278178851,0.6379516341916471,400.0,-0.0179811612529703,0.0001270552563569,0.0181082165093272,0.1421924566205248,1.0,2,True,The solver successfully reached the end of the integration interval.,5.499,True,True,diffusivity_high
DU-145,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.172,,,diffusivity_low
DU-145,act_hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,224716538.8040864,0.9313552243425434,0.0058360462419456,4.6000000000000005,0.9941639537580544,0.3269786932587056,,0.0363013047237972,2.245051884316202,0.3099652225884085,0.5086870303115814,,0.0270854682176404,1.6351859224427587,2.4668140581647156,0.7786327050719748,0.992431478869206,5.25,0.1500911062194407,0.0,188.67924528301887,1.4550478895615448,0.9228533536432754,0.6342425979679351,400.0,9.924387754952315,6.460629099067086,0.6509851548115099,400.0,0.3664939681613198,0.0414878927714539,-0.3250060753898659,0.0656263192451337,1.0,2,True,The solver successfully reached the end of the integration interval.,1.73,True,True,diffusivity_low
DU-145,hamming+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,224716538.8040864,0.9313552243425434,0.0058360462419456,4.6000000000000005,0.9941639537580544,0.3269786932587056,,0.0363013047237972,2.245051884316202,0.3099652225884085,0.5086870303115814,,0.0270854682176404,1.6351859224427587,2.4668140581647156,0.7786327050719748,0.992431478869206,5.25,0.1500911062194407,0.0,188.67924528301887,1.4550478895615448,0.9228533536432754,0.6342425979679351,400.0,9.924387754952315,6.460629099067086,0.6509851548115099,400.0,0.3664939681613198,0.0414878927714539,-0.3250060753898659,0.0656263192451337,1.0,2,True,The solver successfully reached the end of the integration interval.,1.762,True,True,diffusivity_low
DU-145,ours+zero,7,67574,754143,1.0000000116860974e-07,9.99999993922529e-09,-66.76000213623047,,vincristine,bendamustine,antimitotic,alkylator,241279087.64641,223819327.91341943,0.927636663818219,0.0058156915136379,4.4,0.994184308486362,0.3212995870743956,,0.0380387544464805,2.2466713393682296,0.3145152621147361,0.5023582752063473,,0.0275492081707779,1.882487510502484,2.21167241978772,0.7982233326113815,0.9920245725050918,5.25,0.1448251182253859,0.0,191.19496855345912,10.501821987414438,6.482658079417558,0.6172888939830141,400.0,15.711282702554875,10.274049015161044,0.6539280852918736,400.0,0.5924581001989692,0.0372929213302151,-0.555165178868754,0.0555378675294045,1.0,2,True,The solver successfully reached the end of the integration interval.,1.747,True,True,diffusivity_low
MDA-MB-231/ATCC,no_treatment,-1,-1,-1,0.0,0.0,,,,,,,241279087.64641,244307242.44601148,1.012550423781605,1.0,0.0,0.0,-0.0005289501584925,0.0,0.0,0.0,1.0,0.0,,0.001098475822591,6.230461558811701e-22,0.0,-4.4497688561597695,-0.0250950517930392,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,,,,,,,,,0.0,0.0,0.0,0.1416738683806418,1.0,0,True,The solver successfully reached the end of the integration interval.,0.148,,,diffusivity_low
DU-145,random,7,66847,754143,9.999999974752427e-07,9.99999993922529e-09,-38.16999816894531,,thalidomide,bendamustine,other,alkylator,241279087.64641,219515837.49818152,0.9098005120936044,0.0058421177619805,4.6000000000000005,0.9941578822380194,0.3203769245483042,,0.0464704828205171,2.2446003017070484,0.2958623209365968,0.5289103401832945,,0.0262611791005732,1.8845704895924849,2.236389273882468,0.7825981887953888,0.992162938516656,5.25,0.1203348410109711,0.0,203.7735849056604,1899.9999729811136,1249.7230209898842,0.6577489677692256,400.0,15.711282702554875,10.27495516758741,0.6539857605589744,400.0,0.6251248377371204,0.0505363734916124,-0.5745884642455079,0.0375416810928183,1.0,2,True,The solver successfully reached the end of the integration interval.,1.801,True,True,diffusivity_low
DU-145,tanimoto+zero,7,740,9706,9.99999993922529e-09,4.999999873689376e-06,-42.18000030517578,,NSC740,triethylenemelamine,other,alkylator,241279087.64641,224716538.8040864,0.9313552243425434,0.0058360462419456,4.6000000000000005,0.9941639537580544,0.3269786932587056,,0.0363013047237972,2.245051884316202,0.3099652225884085,0.5086870303115814,,0.0270854682176404,1.6351859224427587,2.4668140581647156,0.7786327050719748,0.992431478869206,5.25,0.1500911062194407,0.0,188.67924528301887,1.4550478895615448,0.9228533536432754,0.6342425979679351,400.0,9.924387754952315,6.460629099067086,0.6509851548115099,400.0,0.3664939681613198,0.0414878927714539,-0.3250060753898659,0.0656263192451337,1.0,2,True,The solver successfully reached the end of the integration interval.,1.814,True,True,diffusivity_low
MDA-MB-231/ATCC,act_hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.653,True,True,diffusivity_low
MDA-MB-231/ATCC,act_hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.844,True,True,diffusivity_low
MDA-MB-231/ATCC,act_hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244396684.69718343,1.0129211241686316,0.7654112122721659,4.4,0.2345887877278341,0.010649128585431,6.0,-0.0001589685468408,0.1273778814210294,0.9363085364821304,0.0285810170612467,,0.0249825635359796,0.0433595367891734,8.067480346296511,0.0617390982715919,0.1762598015005835,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0048005048000705,0.0406273137701004,55.27771435385722,2.404551954742679,1.1115560612058355,0.4622715924326067,400.0,-0.0096992924014771,8.77283464696399e-05,0.0097870207479467,0.1420756062673015,1.0,2,True,The solver successfully reached the end of the integration interval.,1.864,True,True,diffusivity_low
MDA-MB-231/ATCC,act_hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.817,True,True,diffusivity_low
MDA-MB-231/ATCC,hamming+zero,6,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.501,True,True,diffusivity_low
MDA-MB-231/ATCC,hamming+zero,2,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.584,True,True,diffusivity_low
MDA-MB-231/ATCC,hamming+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244396684.69718343,1.0129211241686316,0.7654112122721659,4.4,0.2345887877278341,0.010649128585431,6.0,-0.0001589685468408,0.1273778814210294,0.9363085364821304,0.0285810170612467,,0.0249825635359796,0.0433595367891734,8.067480346296511,0.0617390982715919,0.1762598015005835,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0048005048000705,0.0406273137701004,55.27771435385722,2.404551954742679,1.1115560612058355,0.4622715924326067,400.0,-0.0096992924014771,8.77283464696399e-05,0.0097870207479467,0.1420756062673015,1.0,2,True,The solver successfully reached the end of the integration interval.,1.73,True,True,diffusivity_low
MDA-MB-231/ATCC,hamming+zero,8,740,24559,9.999999717180683e-10,9.999999974752427e-07,-47.369998931884766,,NSC740,NSC24559,other,other,241279087.64641,244402110.8196916,1.0129436131566376,0.754538051982354,4.4,0.2454619480176459,0.0112842231846752,6.0,-0.0001686106944285,0.1335915547053768,0.9332795221321653,0.0299882632861419,,0.0255427618521352,0.0452271560414815,8.07325679835357,0.0623406446286112,0.1858318566147817,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.0018356311089325,0.000785463905068,0.4278985582919399,400.0,2.464070125116591,1.141529327915607,0.4632698218609318,400.0,-0.0103549470176418,9.431561161643565e-05,0.0104492626292582,0.1421012118983586,1.0,2,True,The solver successfully reached the end of the integration interval.,1.678,True,True,diffusivity_low
MDA-MB-231/ATCC,ours+zero,2,681239,754143,3.000000106112566e-07,9.99999993922529e-09,-93.95999908447266,,bortezomib,bendamustine,proteasome,alkylator,241279087.64641,45132256.689585336,0.1870541584429638,0.0001340900263226,4.800000000000001,0.9998659099736774,0.4733154622558921,,0.733449292223473,3.883659761463341,0.0386837392629645,1.4124715526143112,,0.0025300617768044,2.4732602731444664,2.780949860992757,0.9299142386271392,0.9998562999933136,5.25,0.0,0.0,400.0,3.2756952361042613,2.106824543643505,0.643168668569156,400.0,16.469569332401257,10.784541575256515,0.6548162467150642,400.0,0.9964540993888896,0.7706059775614923,-0.2258481218273973,0.0,1.0,2,True,The solver successfully reached the end of the integration interval.,2.032,True,True,diffusivity_low
MDA-MB-231/ATCC,ours+zero,6,613327,754143,9.99999993922529e-09,9.99999993922529e-09,-90.0999984741211,,gemcitabine,bendamustine,antimetabolite,alkylator,241279087.64641,220310762.4702402,0.9130951406493276,0.0042560024049842,4.4,0.9957439975950158,0.3429411219265217,,0.0449006282240782,2.382270836503244,0.2898310124948089,0.5378551460050832,,0.0260846513268942,2.0055950189991565,2.1373197050386934,0.7705635844893566,0.9941373703456324,5.25,0.1249925835096809,0.0,201.25786163522017,6.90651974161988,4.514262026974491,0.6536232713230035,400.0,16.469569332401257,10.775797949670311,0.6542853508907878,400.0,0.6368628811716834,0.0465613657138904,-0.590301515457793,0.0398981625112211,1.0,2,True,The solver successfully reached the end of the integration interval.,1.907,True,True,diffusivity_low
MDA-MB-231/ATCC,ours+zero,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244396684.69718343,1.0129211241686316,0.7654112122721659,4.4,0.2345887877278341,0.010649128585431,6.0,-0.0001589685468408,0.1273778814210294,0.9363085364821304,0.0285810170612467,,0.0249825635359796,0.0433595367891734,8.067480346296511,0.0617390982715919,0.1762598015005835,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0048005048000705,0.0406273137701004,55.27771435385722,2.404551954742679,1.1115560612058355,0.4622715924326067,400.0,-0.0096992924014771,8.77283464696399e-05,0.0097870207479467,0.1420756062673015,1.0,2,True,The solver successfully reached the end of the integration interval.,1.758,True,True,diffusivity_low
MDA-MB-231/ATCC,ours+zero,8,119875,713563,4.999999873689376e-06,9.999999747378752e-05,-42.95500183105469,,cisplatin,arsenic trioxide,platinum,other,241279087.64641,244396632.01785585,1.0129209058350492,0.7651233210869974,4.4,0.2348766789130025,0.0106541827299745,6.0,-0.0001588749353265,0.1275412616674161,0.9362531684361004,0.0286066995653889,,0.0249902962909217,0.0433843777416633,8.06748731287364,0.0614546457648069,0.176314428242472,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.9406837398224496,0.5527675066458573,0.5876231120463399,400.0,2.404551954742679,1.111588036795628,0.4622848903735098,400.0,-0.0096909684699053,8.776658746367794e-05,0.009778735057369,0.1420754009883668,1.0,2,True,The solver successfully reached the end of the integration interval.,1.646,True,True,diffusivity_low
MDA-MB-231/ATCC,random,2,246131,686673,1.9999999494757503e-05,2.0000000233721948e-07,-27.8799991607666,,mitoxantrone,NSC686673,dna_intercalator,other,241279087.64641,244328993.0318664,1.01264057078136,0.9204008552980192,4.4,0.0795991447019807,0.0031105642714533,3.5999999999999996,-3.866336032960473e-05,0.0472956876294124,0.9756081739764434,0.010724569676477,,0.0140639654583601,0.0175533336046299,7.009706790788088,0.1485417113885063,0.0499803812975638,5.25,0.2033398275045627,0.0578624312878497,166.03773584905662,2.3045305279580006,0.0999649335018971,0.0433775696564428,54.97487047374949,0.0031046155193241,0.0013140213499199,0.4232476909752682,400.0,-0.002057259116571,2.3721914047647452e-05,0.0020809810306187,0.1417709606729415,1.0,2,True,The solver successfully reached the end of the integration interval.,1.543,True,True,diffusivity_low
MDA-MB-231/ATCC,random,6,125973,737754,5.99999978589949e-08,9.999999747378752e-06,25.70599937438965,,paclitaxel,ixabepilone,antimitotic,antimitotic,241279087.64641,244434788.3935321,1.0130790479104708,0.8284466121211371,4.6000000000000005,0.1715533878788628,0.0093537898710077,6.000000000000001,-0.0002266737827301,0.0929060824222687,0.9470586161103948,0.0236231404629493,,0.0234880616709355,0.0388840070341404,8.0819951664339,0.153911275137948,0.1574759694793718,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,6.251790332932513,0.6616999881051614,0.1058416794017433,86.08434691943904,0.376363529046734,0.0293685906490032,0.07803250948196,67.74562049298424,-0.0199443952462887,0.0001350234485629,0.0200794186948517,0.1422951463049223,1.0,2,True,The solver successfully reached the end of the integration interval.,1.355,True,True,diffusivity_low
MDA-MB-231/ATCC,random,7,82151,713563,1.999999987845058e-08,9.999999747378752e-05,-54.54100036621094,,daunorubicin,arsenic trioxide,dna_intercalator,other,241279087.64641,244396684.69718343,1.0129211241686316,0.7654112122721659,4.4,0.2345887877278341,0.010649128585431,6.0,-0.0001589685468408,0.1273778814210294,0.9363085364821304,0.0285810170612467,,0.0249825635359796,0.0433595367891734,8.067480346296511,0.0617390982715919,0.1762598015005835,5.25,0.2033398275045627,0.060731260348103,166.03773584905662,0.1181595423028795,0.0048005048000705,0.0406273137701004,55.27771435385722,2.404551954742679,1.1115560612058355,0.4622715924326067,400.0,-0.0096992924014771,8.77283464696399e-05,0.0097870207479467,0.1420756062673015,1.0,2,True,The solver successfully reached the end of the integration interval.,1.716,True,True,diffusivity_low
